ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
96085,"Scott Bar, CA",63
96086,"Seiad Valley, CA",300
96087,"Shasta, CA (PO boxes)",547
96088,"Shingletown, CA",4781
96090,"Tehama, CA (PO boxes)",451
96091,"Trinity Center, CA",574
96092,"Vina, CA (PO boxes)",419
96093,"Weaverville, CA (PO boxes)",4140
96094,"Weed, CA",6908
96096,"Whitmore, CA",763
96097,"Yreka, CA",10131
96101,"Alturas, CA",5238
96103,"Blairsden Graeagle, CA",1611
96104,"Cedarville, CA",613
96105,"Chilcoot, CA",568
96106,"Clio, CA (PO boxes)",522
96107,"Coleville, CA",1100
96108,"Davis Creek, CA",129
96109,"Doyle, CA",888
96110,"Eagleville, CA (PO boxes)",101
96111,"Floriston, CA (PO boxes)",80
96112,"Fort Bidwell, CA",219
96113,"Herlong, CA (PO boxes)",1898
96114,"Janesville, CA",3101
96115,"Lake City, CA",169
96116,"Likely, CA (PO boxes)",150
96117,"Litchfield, CA",337
96118,"Loyalton, CA",1447
96119,"Madeline, CA (PO boxes)",82
96120,"Markleeville, CA",955
96121,"Milford, CA",334
96122,"Portola, CA",4070
96123,"Ravendale, CA",100
96124,"Calpine, CA",343
96125,"Sierra City, CA",291
96126,"Sierraville, CA (PO boxes)",273
96128,"Standish, CA",535
96129,"Beckwourth, CA",266
96130,"Susanville, CA",22121
96132,"Termo, CA",53
96133,"Topaz, CA",175
96134,"Tulelake, CA",2028
96135,"Vinton, CA (PO boxes)",82
96136,"Wendel, CA",116
96137,"Westwood, CA",3265
96140,"Carnelian Bay, CA (PO boxes)",1115
96141,"Homewood, CA (PO boxes)",600
96142,"Tahoma, CA (PO boxes)",973
96143,"Kings Beach, CA (PO boxes)",3965
96145,"Tahoe City, CA (PO boxes)",3189
96146,"Olympic Valley, CA",1194
96148,"Tahoe Vista, CA (PO boxes)",993
96150,"South Lake Tahoe, CA",29518
96155,"South Lake Tahoe, CA (PO boxes)",8
96161,"Truckee, CA",19651
96701,"Aiea, HI",42833
96703,"Anahola, HI (PO boxes)",2638
96704,"Captain Cook, HI",6818
96705,"Eleele, HI (PO boxes)",2536
96706,"Ewa Beach, HI",80299
96707,"Kapolei, HI",47181
96708,"Haiku, HI",10993
96710,"Hakalau, HI (PO boxes)",650
96712,"Haleiwa, HI",8259
96713,"Hana, HI",2264
96714,"Hanalei, HI (PO boxes)",1557
96716,"Hanapepe, HI (PO boxes)",2784
96717,"Hauula, HI",5441
96719,"Hawi, HI (PO boxes)",2020
96720,"Hilo, HI",46615
96722,"Princeville, HI",2328
96725,"Holualoa, HI",4094
96726,"Honaunau, HI (PO boxes)",136
96727,"Honokaa, HI",4990
96728,"Honomu, HI (PO boxes)",606
96729,"Hoolehua, HI (PO boxes)",1358
96730,"Kaaawa, HI",1584
96731,"Kahuku, HI",3309
96732,"Kahului, HI",27507
96734,"Kailua, HI",49922
96737,"Ocean View, HI (PO boxes)",4806
96738,"Waikoloa, HI",7447
96740,"Kailua Kona, HI",38234
96741,"Kalaheo, HI",6424
96742,"Kalaupapa, HI (PO boxes)",82
96743,"Kamuela, HI",13339
96744,"Kaneohe, HI",57746
96746,"Kapaa, HI",19991
96747,"Kaumakani, HI (PO boxes)",666
96748,"Kaunakakai, HI",4441
96749,"Keaau, HI",20503
96750,"Kealakekua, HI",3806
96751,"Kealia, HI (PO boxes)",152
96752,"Kekaha, HI (PO boxes)",3900
96753,"Kihei, HI",27611
96754,"Kilauea, HI",4378
96755,"Kapaau, HI (PO boxes)",3613
96756,"Koloa, HI",5766
96757,"Kualapuu, HI (PO boxes)",768
96759,"Kunia, HI (PO boxes)",479
96760,"Kurtistown, HI",3923
96761,"Lahaina, HI",23167
96762,"Laie, HI",6316
96763,"Lanai City, HI (PO boxes)",3367
96764,"Laupahoehoe, HI (PO boxes)",649
96765,"Lawai, HI (PO boxes)",767
96766,"Lihue, HI",16937
96768,"Makawao, HI",18512
96769,"Makaweli, HI (PO boxes)",296
96770,"Maunaloa, HI (PO boxes)",720
96771,"Mountain View, HI",8483
96772,"Naalehu, HI (PO boxes)",2579
96773,"Ninole, HI (PO boxes)",412
96774,"Ookala, HI (PO boxes)",281
96776,"Paauilo, HI (PO boxes)",1782
96777,"Pahala, HI (PO boxes)",1559
96778,"Pahoa, HI",14687
96779,"Paia, HI",2992
96780,"Papaaloa, HI (PO boxes)",548
96781,"Papaikou, HI",1670
96782,"Pearl City, HI",37437
96783,"Pepeekeo, HI",2222
96785,"Volcano, HI (PO boxes)",4125
96786,"Wahiawa, HI",41217
96789,"Mililani, HI",54732
96790,"Kula, HI",9115
96791,"Waialua, HI",7987
96792,"Waianae, HI",51965
96793,"Wailuku, HI",31939
96795,"Waimanalo, HI",11064
96796,"Waimea, HI (PO boxes)",2057
96797,"Waipahu, HI",78109
96813,"Honolulu, HI",27372
96814,"Honolulu, HI",24870
96815,"Honolulu, HI",28786
96816,"Honolulu, HI",51586
96817,"Honolulu, HI",56823
96818,"Honolulu, HI",51851
96819,"Honolulu, HI",53334
96820,"Honolulu, HI (PO boxes)",16
96821,"Honolulu, HI",19727
96822,"Honolulu, HI",42231
96825,"Honolulu, HI",31147
96826,"Honolulu, HI",30092
96848,"Honolulu, HI",475
96850,"Honolulu, HI",6
96853,"Jbphh, HI",347
96857,"Schofield Barracks, HI",4058
96858,"Fort Shafter, HI",424
96860,"Jbphh, HI",5025
96863,"Mcbh Kaneohe Bay, HI",2458
97001,"Antelope, OR (PO boxes)",131
97002,"Aurora, OR",5874
97003,"Beaverton, OR",29270
97004,"Beavercreek, OR",4543
97005,"Beaverton, OR",26873
97006,"Beaverton, OR",46853
97007,"Beaverton, OR",48280
97008,"Beaverton, OR",29632
97009,"Boring, OR",8399
97011,"Brightwood, OR",652
97013,"Canby, OR",24512
97014,"Cascade Locks, OR",1558
97015,"Clackamas, OR",23265
97016,"Clatskanie, OR",6162
97017,"Colton, OR",2869
97018,"Columbia City, OR",1956
97019,"Corbett, OR",3221
97020,"Donald, OR",1009
97021,"Dufur, OR",1170
97022,"Eagle Creek, OR",3731
97023,"Estacada, OR",11676
97024,"Fairview, OR",11980
97026,"Gervais, OR",4076
97027,"Gladstone, OR",12599
97028,"Government Camp, OR",230
97029,"Grass Valley, OR",328
97030,"Gresham, OR",39492
97031,"Hood River, OR",19656
97032,"Hubbard, OR",5188
97033,"Kent, OR (PO boxes)",85
97034,"Lake Oswego, OR",21396
97035,"Lake Oswego, OR",25770
97037,"Maupin, OR",875
97038,"Molalla, OR",17173
97039,"Moro, OR",485
97040,"Mosier, OR",1335
97041,"Mount Hood Parkdale, OR",2894
97042,"Mulino, OR",3134
97045,"Oregon City, OR",57403
97048,"Rainier, OR",6965
97049,"Rhododendron, OR",1810
97050,"Rufus, OR (PO boxes)",296
97051,"Saint Helens, OR",17012
97053,"Warren, OR",3463
97054,"Deer Island, OR",1494
97055,"Sandy, OR",20606
97056,"Scappoose, OR",12926
97057,"Shaniko, OR (PO boxes)",30
97058,"The Dalles, OR",21124
97060,"Troutdale, OR",21792
97062,"Tualatin, OR",29146
97063,"Tygh Valley, OR",1236
97064,"Vernonia, OR",3802
97065,"Wasco, OR",676
97067,"Welches, OR",2146
97068,"West Linn, OR",30712
97070,"Wilsonville, OR",26443
97071,"Woodburn, OR",30777
97078,"Beaverton, OR",25234
97080,"Gresham, OR",45647
97086,"Happy Valley, OR",32612
97089,"Damascus, OR",14111
97101,"Amity, OR",4055
97102,"Arch Cape, OR",305
97103,"Astoria, OR",18080
97106,"Banks, OR",4664
97107,"Bay City, OR",1670
97108,"Beaver, OR",563
97109,"Buxton, OR",563
97110,"Cannon Beach, OR (PO boxes)",1290
97111,"Carlton, OR",3435
97112,"Cloverdale, OR",2168
97113,"Cornelius, OR",15075
97114,"Dayton, OR",5008
97115,"Dundee, OR",4391
97116,"Forest Grove, OR",29351
97117,"Gales Creek, OR",693
97118,"Garibaldi, OR (PO boxes)",825
97119,"Gaston, OR",4722
97121,"Hammond, OR",1539
97122,"Hebo, OR",434
97123,"Hillsboro, OR",48369
97124,"Hillsboro, OR",53487
97125,"Manning, OR",216
97127,"Lafayette, OR",4432
97128,"Mcminnville, OR",38394
97130,"Manzanita, OR (PO boxes)",813
97131,"Nehalem, OR",2908
97132,"Newberg, OR",32028
97133,"North Plains, OR",5577
97134,"Oceanside, OR (PO boxes)",185
97135,"Pacific City, OR (PO boxes)",959
97136,"Rockaway Beach, OR",1948
97137,"Saint Paul, OR",1360
97138,"Seaside, OR",11248
97140,"Sherwood, OR",28365
97141,"Tillamook, OR",13951
97144,"Timber, OR",188
97145,"Tolovana Park, OR (PO boxes)",321
97146,"Warrenton, OR",7299
97147,"Wheeler, OR (PO boxes)",422
97148,"Yamhill, OR",3589
97149,"Neskowin, OR",583
97201,"Portland, OR",17352
97202,"Portland, OR",43193
97203,"Portland, OR",33763
97204,"Portland, OR",1001
97205,"Portland, OR",8593
97206,"Portland, OR",51072
97208,"Portland, OR (PO boxes)",22
97209,"Portland, OR",22755
97210,"Portland, OR",13016
97211,"Portland, OR",33762
97212,"Portland, OR",26568
97213,"Portland, OR",31260
97214,"Portland, OR",28403
97215,"Portland, OR",18221
97216,"Portland, OR",17488
97217,"Portland, OR",36086
97218,"Portland, OR",14748
97219,"Portland, OR",42474
97220,"Portland, OR",29357
97221,"Portland, OR",12821
97222,"Portland, OR",36316
97223,"Portland, OR",49967
97224,"Portland, OR",37365
97225,"Portland, OR",26247
97227,"Portland, OR",6058
97229,"Portland, OR",73602
97230,"Portland, OR",41562
97231,"Portland, OR",4399
97232,"Portland, OR",15382
97233,"Portland, OR",41625
97236,"Portland, OR",40193
97239,"Portland, OR",18323
97266,"Portland, OR",36095
97267,"Portland, OR",31851
97301,"Salem, OR",56393
97302,"Salem, OR",39776
97303,"Salem, OR",41441
97304,"Salem, OR",34102
97305,"Salem, OR",44535
97306,"Salem, OR",34715
97310,"Salem, OR",1150
97317,"Salem, OR",25852
97321,"Albany, OR",30291
97322,"Albany, OR",37148
97324,"Alsea, OR",1100
97325,"Aumsville, OR",7284
97326,"Blodgett, OR",827
97327,"Brownsville, OR",3053
97329,"Cascadia, OR",69
97330,"Corvallis, OR",43947
97331,"Corvallis, OR",4131
97333,"Corvallis, OR",22941
97335,"Crabtree, OR (PO boxes)",180
97336,"Crawfordsville, OR (PO boxes)",133
97338,"Dallas, OR",22741
97341,"Depoe Bay, OR",2659
97342,"Detroit, OR (PO boxes)",303
97343,"Eddyville, OR",524
97344,"Falls City, OR",1189
97345,"Foster, OR",669
97346,"Gates, OR",973
97347,"Grand Ronde, OR",2187
97348,"Halsey, OR",1723
97350,"Idanha, OR",215
97351,"Independence, OR",11292
97352,"Jefferson, OR",6111
97355,"Lebanon, OR",32413
97357,"Logsden, OR",307
97358,"Lyons, OR",2680
97360,"Mill City, OR",2362
97361,"Monmouth, OR",13412
97362,"Mount Angel, OR",4397
97364,"Neotsu, OR",513
97365,"Newport, OR",10806
97366,"South Beach, OR",1687
97367,"Lincoln City, OR",11095
97368,"Otis, OR",3566
97369,"Otter Rock, OR",259
97370,"Philomath, OR",9320
97371,"Rickreall, OR",719
97373,"Saint Benedict, OR (PO boxes)",141
97374,"Scio, OR",5543
97375,"Scotts Mills, OR",1371
97376,"Seal Rock, OR",1351
97377,"Shedd, OR",958
97378,"Sheridan, OR",9195
97380,"Siletz, OR",2470
97381,"Silverton, OR",16313
97383,"Stayton, OR",10079
97384,"Mehama, OR (PO boxes)",69
97385,"Sublimity, OR",3552
97386,"Sweet Home, OR",14611
97388,"Gleneden Beach, OR (PO boxes)",917
97389,"Tangent, OR",1803
97390,"Tidewater, OR",662
97391,"Toledo, OR",5610
97392,"Turner, OR",6092
97394,"Waldport, OR",5361
97396,"Willamina, OR",3426
97401,"Eugene, OR",45634
97402,"Eugene, OR",56610
97403,"Eugene, OR",15275
97404,"Eugene, OR",34345
97405,"Eugene, OR",46303
97406,"Agness, OR",177
97408,"Eugene, OR",14655
97410,"Azalea, OR",783
97411,"Bandon, OR",7572
97412,"Blachly, OR",536
97413,"Blue River, OR",1012
97414,"Broadbent, OR",237
97415,"Brookings, OR",14648
97416,"Camas Valley, OR",976
97417,"Canyonville, OR",2175
97419,"Cheshire, OR",1239
97420,"Coos Bay, OR",27454
97423,"Coquille, OR",6986
97424,"Cottage Grove, OR",18750
97426,"Creswell, OR",10521
97429,"Days Creek, OR",609
97430,"Deadwood, OR",397
97431,"Dexter, OR",2420
97432,"Dillard, OR (PO boxes)",162
97434,"Dorena, OR",849
97435,"Drain, OR",2326
97436,"Elkton, OR",789
97437,"Elmira, OR",2504
97438,"Fall Creek, OR",1278
97439,"Florence, OR",15634
97441,"Gardiner, OR",268
97442,"Glendale, OR",2096
97443,"Glide, OR",2138
97444,"Gold Beach, OR",5471
97446,"Harrisburg, OR",5067
97447,"Idleyld Park, OR",732
97448,"Junction City, OR",13709
97449,"Lakeside, OR",2225
97450,"Langlois, OR",691
97451,"Lorane, OR",397
97452,"Lowell, OR",1613
97453,"Mapleton, OR",979
97454,"Marcola, OR",1382
97455,"Pleasant Hill, OR",2774
97456,"Monroe, OR",3097
97457,"Myrtle Creek, OR",10363
97458,"Myrtle Point, OR",4729
97459,"North Bend, OR",14932
97461,"Noti, OR",739
97462,"Oakland, OR",4130
97463,"Oakridge, OR",3886
97465,"Port Orford, OR",2134
97466,"Powers, OR",854
97467,"Reedsport, OR",5602
97469,"Riddle, OR",2712
97470,"Roseburg, OR",20160
97471,"Roseburg, OR",30900
97473,"Scottsburg, OR",326
97476,"Sixes, OR",321
97477,"Springfield, OR",37602
97478,"Springfield, OR",39155
97479,"Sutherlin, OR",10161
97480,"Swisshome, OR",338
97481,"Tenmile, OR",715
97484,"Tiller, OR",242
97486,"Umpqua, OR",776
97487,"Veneta, OR",9286
97488,"Vida, OR",1026
97489,"Walterville, OR",848
97490,"Walton, OR",361
97492,"Westfir, OR",651
97493,"Westlake, OR",506
97494,"Wilbur, OR (PO boxes)",24
97495,"Winchester, OR",1706
97496,"Winston, OR",7875
97497,"Wolf Creek, OR",1460
97498,"Yachats, OR",2251
97499,"Yoncalla, OR",1961
97501,"Medford, OR",47519
97502,"Central Point, OR",29558
97503,"White City, OR",12349
97504,"Medford, OR",49942
97520,"Ashland, OR",25970
97522,"Butte Falls, OR",606
97523,"Cave Junction, OR",6548
97524,"Eagle Point, OR",15970
97525,"Gold Hill, OR",5392
97526,"Grants Pass, OR",36561
97527,"Grants Pass, OR",36358
97530,"Jacksonville, OR",7464
97531,"Kerby, OR",628
97532,"Merlin, OR",2480
97534,"O Brien, OR",664
97535,"Phoenix, OR",5015
97536,"Prospect, OR",975
97537,"Rogue River, OR",7371
97538,"Selma, OR",2051
97539,"Shady Cove, OR",3526
97540,"Talent, OR",8234
97541,"Trail, OR",1593
97543,"Wilderville, OR",775
97544,"Williams, OR",2304
97601,"Klamath Falls, OR",23264
97603,"Klamath Falls, OR",31302
97604,"Crater Lake, OR (PO boxes)",8
97620,"Adel, OR (PO boxes)",108
97621,"Beatty, OR",334
97622,"Bly, OR (PO boxes)",498
97623,"Bonanza, OR",2372
97624,"Chiloquin, OR",3996
97625,"Dairy, OR",186
97626,"Fort Klamath, OR (PO boxes)",135
97627,"Keno, OR",734
97630,"Lakeview, OR",5389
97632,"Malin, OR",1378
97633,"Merrill, OR",1350
97634,"Midland, OR (PO boxes)",311
97635,"New Pine Creek, OR",285
97636,"Paisley, OR",383
97637,"Plush, OR",70
97638,"Silver Lake, OR",454
97639,"Sprague River, OR",231
97640,"Summer Lake, OR",104
97641,"Christmas Valley, OR (PO boxes)",1313
97701,"Bend, OR",42159
97702,"Bend, OR",51161
97703,"Bend, OR",32475
97707,"Bend, OR",7833
97709,"Bend, OR (PO boxes)",2
97710,"Fields, OR",127
97711,"Ashwood, OR",77
97712,"Brothers, OR",47
97720,"Burns, OR",4518
97721,"Princeton, OR",217
97722,"Diamond, OR",89
97730,"Camp Sherman, OR",275
97731,"Chemult, OR",257
97732,"Crane, OR (PO boxes)",117
97733,"Crescent, OR",893
97734,"Culver, OR",3167
97735,"Fort Rock, OR (PO boxes)",170
97736,"Frenchglen, OR",74
97737,"Gilchrist, OR",501
97738,"Hines, OR",2055
97739,"La Pine, OR",13102
97741,"Madras, OR",13753
97750,"Mitchell, OR",409
97751,"Paulina, OR",103
97752,"Post, OR",72
97753,"Powell Butte, OR",2640
97754,"Prineville, OR",21627
97756,"Redmond, OR",42168
97758,"Riley, OR",123
97759,"Sisters, OR",7787
97760,"Terrebonne, OR",8071
97761,"Warm Springs, OR (PO boxes)",3348
97801,"Pendleton, OR",21882
97810,"Adams, OR",887
97812,"Arlington, OR",940
97813,"Athena, OR",1386
97814,"Baker City, OR",12780
97817,"Bates, OR",52
97818,"Boardman, OR",4950
97819,"Bridgeport, OR",34
97820,"Canyon City, OR",1020
97823,"Condon, OR",1014
97824,"Cove, OR",1732
97825,"Dayville, OR",253
97826,"Echo, OR",1116
97827,"Elgin, OR",2713
97828,"Enterprise, OR",3283
97830,"Fossil, OR",708
97833,"Haines, OR",953
97834,"Halfway, OR",1061
97835,"Helix, OR",373
97836,"Heppner, OR",1985
97837,"Hereford, OR",51
97838,"Hermiston, OR",28387
97839,"Lexington, OR",432
97840,"Oxbow, OR",128
97841,"Imbler, OR",397
97842,"Imnaha, OR",203
97843,"Ione, OR",705
97844,"Irrigon, OR",4049
97845,"John Day, OR",2653
97846,"Joseph, OR",2018
97848,"Kimberly, OR",195
97850,"La Grande, OR",17197
97856,"Long Creek, OR",409
97857,"Lostine, OR",514
97859,"Meacham, OR (PO boxes)",170
97862,"Milton Freewater, OR",11512
97864,"Monument, OR",227
97865,"Mount Vernon, OR",1092
97867,"North Powder, OR",773
97868,"Pilot Rock, OR",1756
97869,"Prairie City, OR",1028
97870,"Richland, OR",584
97873,"Seneca, OR",221
97874,"Spray, OR",344
97875,"Stanfield, OR",2875
97876,"Summerville, OR",863
97877,"Sumpter, OR",307
97880,"Ukiah, OR (PO boxes)",241
97882,"Umatilla, OR",8271
97883,"Union, OR",2540
97884,"Unity, OR",154
97885,"Wallowa, OR",1370
97886,"Weston, OR",1241
97901,"Adrian, OR",687
97902,"Arock, OR (PO boxes)",24
97903,"Brogan, OR",111
97904,"Drewsey, OR",181
97905,"Durkee, OR (PO boxes)",98
97906,"Harper, OR",267
97907,"Huntington, OR",587
97908,"Ironside, OR",75
97909,"Jamieson, OR",40
97910,"Jordan Valley, OR",591
97911,"Juntura, OR",70
97913,"Nyssa, OR",5597
97914,"Ontario, OR",19534
97917,"Riverside, OR",10
97918,"Vale, OR",4514
97920,"Westfall, OR (PO boxes)",58
98001,"Auburn, WA",36073
98002,"Auburn, WA",38474
98003,"Federal Way, WA",51751
98004,"Bellevue, WA",39136
98005,"Bellevue, WA",20961
98006,"Bellevue, WA",40871
98007,"Bellevue, WA",29476
98008,"Bellevue, WA",26518
98010,"Black Diamond, WA",5699
98011,"Bothell, WA",27897
98012,"Bothell, WA",74956
98014,"Carnation, WA",7651
98019,"Duvall, WA",12284
98020,"Edmonds, WA",20236
98021,"Bothell, WA",34001
98022,"Enumclaw, WA",22874
98023,"Federal Way, WA",51713
98024,"Fall City, WA",5141
98025,"Hobart, WA (PO boxes)",40
98026,"Edmonds, WA",38610
98027,"Issaquah, WA",29089
98028,"Kenmore, WA",23914
98029,"Issaquah, WA",31432
98030,"Kent, WA",38933
98031,"Kent, WA",43055
98032,"Kent, WA",38744
98033,"Kirkland, WA",41763
98034,"Kirkland, WA",51464
98036,"Lynnwood, WA",42248
98037,"Lynnwood, WA",29584
98038,"Maple Valley, WA",37487
98039,"Medina, WA",2915
98040,"Mercer Island, WA",25748
98042,"Kent, WA",49031
98043,"Mountlake Terrace, WA",21285
98045,"North Bend, WA",15749
98047,"Pacific, WA",6966
98050,"Preston, WA (PO boxes)",223
98051,"Ravensdale, WA",3802
98052,"Redmond, WA",77176
98053,"Redmond, WA",22523
98055,"Renton, WA",24458
98056,"Renton, WA",36344
98057,"Renton, WA",13493
98058,"Renton, WA",43630
98059,"Renton, WA",41672
98065,"Snoqualmie, WA",16292
98068,"Snoqualmie Pass, WA (PO boxes)",530
98070,"Vashon, WA",11055
98072,"Woodinville, WA",24939
98074,"Sammamish, WA",30534
98075,"Sammamish, WA",26022
98077,"Woodinville, WA",13522
98087,"Lynnwood, WA",40711
98092,"Auburn, WA",50258
98101,"Seattle, WA",16237
98102,"Seattle, WA",25066
98103,"Seattle, WA",53056
98104,"Seattle, WA",16157
98105,"Seattle, WA",49151
98106,"Seattle, WA",26295
98107,"Seattle, WA",28557
98108,"Seattle, WA",25009
98109,"Seattle, WA",34551
98110,"Bainbridge Island, WA",24825
98112,"Seattle, WA",23152
98115,"Seattle, WA",54322
98116,"Seattle, WA",27691
98117,"Seattle, WA",35608
98118,"Seattle, WA",47504
98119,"Seattle, WA",26238
98121,"Seattle, WA",21411
98122,"Seattle, WA",41646
98125,"Seattle, WA",42965
98126,"Seattle, WA",23727
98133,"Seattle, WA",50720
98134,"Seattle, WA",1216
98136,"Seattle, WA",16424
98144,"Seattle, WA",32178
98146,"Seattle, WA",28845
98148,"Seattle, WA",11092
98155,"Seattle, WA",35948
98164,"Seattle, WA",176
98166,"Seattle, WA",22152
98168,"Seattle, WA",36389
98177,"Seattle, WA",20160
98178,"Seattle, WA",26122
98188,"Seattle, WA",27851
98195,"Seattle, WA",3710
98198,"Seattle, WA",38727
98199,"Seattle, WA",22549
98201,"Everett, WA",30421
98203,"Everett, WA",37491
98204,"Everett, WA",44810
98207,"Everett, WA",741
98208,"Everett, WA",60019
98220,"Acme, WA",612
98221,"Anacortes, WA",22853
98222,"Blakely Island, WA",41
98223,"Arlington, WA",45139
98224,"Baring, WA (PO boxes)",298
98225,"Bellingham, WA",49078
98226,"Bellingham, WA",47011
98229,"Bellingham, WA",33664
98230,"Blaine, WA",18754
98232,"Bow, WA",4053
98233,"Burlington, WA",16034
98235,"Clearlake, WA (PO boxes)",436
98236,"Clinton, WA",6157
98237,"Concrete, WA",4304
98238,"Conway, WA (PO boxes)",83
98239,"Coupeville, WA",7394
98240,"Custer, WA",3118
98241,"Darrington, WA",2344
98243,"Deer Harbor, WA (PO boxes)",340
98244,"Deming, WA",3134
98245,"Eastsound, WA",4372
98247,"Everson, WA",9067
98248,"Ferndale, WA",26784
98249,"Freeland, WA",5056
98250,"Friday Harbor, WA",8632
98251,"Gold Bar, WA",5071
98252,"Granite Falls, WA",10645
98253,"Greenbank, WA",2037
98255,"Hamilton, WA (PO boxes)",213
98256,"Index, WA (PO boxes)",446
98257,"La Conner, WA",4467
98258,"Lake Stevens, WA",51995
